region,newusers,totalusers,conversions,property_id,totalrevenue,engagementrate,engagedsessions,date
Connecticut,1,1,0,353783484,0,0,0,16/10/23
County Cork,1,1,0,353783484,0,1,1,16/10/23
Delaware,1,1,0,353783484,0,1,1,16/10/23
England,32,33,0,353783484,0,0.764705882,26,16/10/23
Florida,3,4,0,353783484,0,0.75,3,16/10/23
Gauteng,2,2,0,353783484,0,1,2,16/10/23
Georgia,9,9,0,353783484,0,0.777777778,7,16/10/23
Greater Accra Region,1,1,0,353783484,0,1,1,16/10/23
Gujarat,2,2,0,353783484,0,0.5,1,16/10/23
Harju County,1,1,0,353783484,0,1,1,16/10/23
Idaho,1,1,0,353783484,0,0,0,16/10/23
Ile-de-France,1,1,0,353783484,0,1,1,16/10/23
Illinois,13,13,0,353783484,0,0.615384615,8,16/10/23
Indiana,2,2,0,353783484,0,0.5,1,16/10/23
Iowa,2,2,0,353783484,0,1,2,16/10/23
Istanbul,1,1,0,353783484,0,1,1,16/10/23
Kansas,4,4,0,353783484,0,0.75,3,16/10/23
Karnataka,0,1,0,353783484,0,1,4,16/10/23
Kentucky,2,3,0,353783484,0,0.666666667,2,16/10/23
Lesser Poland Voivodeship,1,1,0,353783484,0,1,1,16/10/23
Louisiana,1,1,0,353783484,0,0,0,16/10/23
Maharashtra,4,4,0,353783484,0,1,4,16/10/23
Maine,1,1,0,353783484,0,1,1,16/10/23
Malacca,1,1,0,353783484,0,0,0,16/10/23
Manitoba,3,3,0,353783484,0,0.25,1,16/10/23
Maryland,4,5,0,353783484,0,0.6,3,16/10/23
Massachusetts,4,4,0,353783484,0,0.75,3,16/10/23
Metro Manila,1,1,0,353783484,0,1,1,16/10/23
Michigan,7,8,0,353783484,0,1,8,16/10/23
Minnesota,6,7,0,353783484,0,0.428571429,3,16/10/23
Miranda,1,1,0,353783484,0,1,1,16/10/23
Mississippi,1,1,0,353783484,0,0,0,16/10/23
Missouri,7,7,0,353783484,0,0.571428571,4,16/10/23
Montana,1,1,0,353783484,0,0,0,16/10/23
Nakuru County,1,1,0,353783484,0,1,1,16/10/23
Nebraska,2,2,0,353783484,0,0.5,1,16/10/23
Nevada,2,2,0,353783484,0,1,2,16/10/23
New Brunswick,2,2,0,353783484,0,1,2,16/10/23
New Hampshire,1,1,0,353783484,0,0,0,16/10/23
New Jersey,5,5,0,353783484,0,0.8,4,16/10/23
New Mexico,4,4,0,353783484,0,0.4,2,16/10/23
New South Wales,3,3,0,353783484,0,0.333333333,1,16/10/23
New York,13,13,0,353783484,0,0.714285714,10,16/10/23
Newfoundland and Labrador,3,3,0,353783484,0,1,3,16/10/23
North Carolina,9,9,0,353783484,0,0.888888889,8,16/10/23
North Dakota,1,1,0,353783484,0,0,0,16/10/23
Northern Ireland,2,2,0,353783484,0,0.5,1,16/10/23
Nova Scotia,7,9,0,353783484,0,0.444444444,4,16/10/23
Ohio,5,6,0,353783484,0,0.5,3,16/10/23
Oklahoma,3,3,0,353783484,0,0.666666667,2,16/10/23
Ontario,244,305,0,353783484,0,0.65129683,226,16/10/23
Oregon,6,7,0,353783484,0,0.428571429,3,16/10/23
Pays de la Loire,0,1,0,353783484,0,1,1,16/10/23
Pennsylvania,6,6,0,353783484,0,0.571428571,4,16/10/23
Pichincha,1,1,0,353783484,0,1,1,16/10/23
Quebec,54,78,0,353783484,0,0.655172414,57,16/10/23
Queensland,5,5,0,353783484,0,0.8,4,16/10/23
Rhode Island,1,1,0,353783484,0,1,1,16/10/23
Rivers,1,1,0,353783484,0,0,0,16/10/23
Saint George Parish,1,1,0,353783484,0,1,1,16/10/23
Saskatchewan,2,3,0,353783484,0,1,4,16/10/23
Scotland,1,1,0,353783484,0,1,1,16/10/23
South Carolina,1,1,0,353783484,0,1,1,16/10/23
South Dakota,1,1,0,353783484,0,0,0,16/10/23
Tamil Nadu,1,1,0,353783484,0,1,1,16/10/23
Tennessee,6,6,0,353783484,0,0.5,3,16/10/23
Texas,13,13,0,353783484,0,0.615384615,8,16/10/23
Victoria,2,2,0,353783484,0,0.333333333,1,16/10/23
Vienna,3,3,0,353783484,0,0.333333333,1,16/10/23
Virginia,10,10,0,353783484,0,0.7,7,16/10/23
Wales,4,4,0,353783484,0,0.75,3,16/10/23
Washington,8,8,0,353783484,0,0.625,5,16/10/23
West Bengal,3,6,0,353783484,0,0.714285714,5,16/10/23
West Virginia,1,1,0,353783484,0,1,1,16/10/23
Western Australia,1,1,0,353783484,0,0,0,16/10/23
Western Cape,2,2,0,353783484,0,0.5,1,16/10/23
Western Visayas,1,1,0,353783484,0,1,1,16/10/23
Wisconsin,3,3,0,353783484,0,1,3,16/10/23
Wyoming,2,2,0,353783484,0,1,2,16/10/23
(not set),12,13,0,353783484,0,0.571428571,8,17/10/23
Alabama,4,4,0,353783484,0,0.5,2,17/10/23
Alaska,0,1,0,353783484,0,0,0,17/10/23
Alberta,20,22,0,353783484,0,0.625,15,17/10/23
Arizona,3,4,0,353783484,0,0.75,3,17/10/23
Arkansas,5,6,0,353783484,0,0.833333333,5,17/10/23
Bangkok,1,1,0,353783484,0,0,0,17/10/23
Bavaria,1,1,0,353783484,0,1,1,17/10/23
British Columbia,32,34,0,353783484,0,0.512820513,20,17/10/23
Calabarzon,2,2,0,353783484,0,0,0,17/10/23
California,25,26,0,353783484,0,0.576923077,15,17/10/23
Central Luzon,1,1,0,353783484,0,1,1,17/10/23
Chisinau,0,1,0,353783484,0,1,1,17/10/23
Cluj County,1,1,0,353783484,0,0,0,17/10/23
Colorado,3,3,0,353783484,0,0.666666667,2,17/10/23
County Cork,1,1,0,353783484,0,1,1,17/10/23
County Dublin,2,2,0,353783484,0,0.5,1,17/10/23
Dhaka Division,1,1,0,353783484,0,1,1,17/10/23
District of Columbia,2,2,0,353783484,0,0.5,1,17/10/23
Dubai,1,1,0,353783484,0,0.5,1,17/10/23
England,33,34,0,353783484,0,0.638888889,23,17/10/23
Florida,17,17,0,353783484,0,0.555555556,10,17/10/23
Gauteng,2,2,0,353783484,0,1,2,17/10/23
Georgia,14,16,0,353783484,0,0.588235294,10,17/10/23
Guangdong Province,1,1,0,353783484,0,0,0,17/10/23
Gujarat,1,1,0,353783484,0,0,0,17/10/23
Harju County,0,1,0,353783484,0,1,1,17/10/23
Haryana,1,1,0,353783484,0,1,1,17/10/23
Hawaii,2,2,0,353783484,0,0.5,1,17/10/23
Ho Chi Minh City,1,1,0,353783484,0,0.5,1,17/10/23
Idaho,1,2,0,353783484,0,0.5,1,17/10/23
Illinois,12,12,0,353783484,0,0.666666667,8,17/10/23
Indiana,2,2,0,353783484,0,1,2,17/10/23
Iowa,1,2,0,353783484,0,0,0,17/10/23
Kansas,1,1,0,353783484,0,1,1,17/10/23
Karnataka,1,2,0,353783484,0,0.333333333,1,17/10/23
Kentucky,2,2,0,353783484,0,1,2,17/10/23
Kyiv Oblast,1,1,0,353783484,0,0,0,17/10/23
Louisiana,3,3,0,353783484,0,0.666666667,2,17/10/23
Maharashtra,1,1,0,353783484,0,1,1,17/10/23
Maine,2,2,0,353783484,0,1,2,17/10/23
Manitoba,9,9,0,353783484,0,0.444444444,4,17/10/23
Maryland,1,1,0,353783484,0,1,1,17/10/23
Massachusetts,5,5,0,353783484,0,0.666666667,4,17/10/23
Metro Manila,1,1,0,353783484,0,1,1,17/10/23
Michigan,1,2,0,353783484,0,0.5,1,17/10/23
Minnesota,5,5,0,353783484,0,1,5,17/10/23
Mississippi,2,2,0,353783484,0,0.333333333,1,17/10/23
Missouri,2,2,0,353783484,0,1,2,17/10/23
Montana,1,1,0,353783484,0,1,1,17/10/23
Nairobi County,1,1,0,353783484,0,1,1,17/10/23
Nebraska,1,1,0,353783484,0,1,1,17/10/23
Nevada,3,3,0,353783484,0,0.666666667,2,17/10/23
New Brunswick,5,5,0,353783484,0,0.8,4,17/10/23
New Hampshire,2,2,0,353783484,0,0.5,1,17/10/23
New Jersey,5,5,0,353783484,0,1,5,17/10/23
New South Wales,3,4,0,353783484,0,0.75,3,17/10/23
New York,11,12,0,353783484,0,0.75,9,17/10/23
North Carolina,7,9,0,353783484,0,0.888888889,8,17/10/23
Northern Ireland,2,2,0,353783484,0,1,2,17/10/23
Nova Scotia,9,11,0,353783484,0,0.642857143,9,17/10/23
Ohio,7,7,0,353783484,0,0.571428571,4,17/10/23
Oklahoma,0,1,0,353783484,0,1,1,17/10/23
Ontario,194,258,0,353783484,0,0.694736842,198,17/10/23
Oregon,5,5,0,353783484,0,0.666666667,4,17/10/23
Pennsylvania,5,6,0,353783484,0,0.833333333,5,17/10/23
Piedmont,1,1,0,353783484,0,1,1,17/10/23
Punjab,1,1,0,353783484,0,1,1,17/10/23
Quebec,23,32,0,353783484,0,0.628571429,22,17/10/23
Queensland,4,4,0,353783484,0,0.75,3,17/10/23
Rhode Island,2,2,0,353783484,0,0.5,1,17/10/23
Saskatchewan,2,2,0,353783484,0,0.5,1,17/10/23
Scotland,2,2,0,353783484,0,1,2,17/10/23
Shanghai,1,1,0,353783484,0,0,0,17/10/23
South Australia,3,3,0,353783484,0,1,3,17/10/23
South Carolina,0,1,0,353783484,0,0,0,17/10/23
Stockholm County,1,1,0,353783484,0,1,1,17/10/23
Tennessee,4,6,0,353783484,0,0.571428571,4,17/10/23
Texas,19,19,0,353783484,0,0.578947368,11,17/10/23
Tigray,1,1,0,353783484,0,1,1,17/10/23
Tuscany,1,1,0,353783484,0,1,1,17/10/23
Ulaanbaatar,1,1,0,353783484,0,0,0,17/10/23
Utah,1,1,0,353783484,0,1,1,17/10/23
Uttar Pradesh,1,1,0,353783484,0,1,1,17/10/23
Uusimaa,1,1,0,353783484,0,1,1,17/10/23
Victoria,3,4,0,353783484,0,0.75,3,17/10/23
Vilnius County,1,1,0,353783484,0,1,1,17/10/23
Virginia,13,14,0,353783484,0,0.6,9,17/10/23
Wales,2,3,0,353783484,0,1,3,17/10/23
Washington,8,8,0,353783484,0,0.625,5,17/10/23
West Bengal,1,5,0,353783484,0,0.857142857,6,17/10/23
Western Australia,2,2,0,353783484,0,0,0,17/10/23
Western Cape,1,1,0,353783484,0,1,1,17/10/23
Wisconsin,2,2,0,353783484,0,0.5,1,17/10/23
Yukon,2,2,0,353783484,0,1,2,17/10/23
(not set),12,16,0,353783484,0,0.666666667,12,18/10/23
Aichi,1,1,0,353783484,0,0,0,18/10/23
Alabama,0,1,0,353783484,0,1,1,18/10/23
Alaska,1,1,0,353783484,0,1,1,18/10/23
Alberta,13,15,0,353783484,0,0.444444444,8,18/10/23
Arizona,3,4,0,353783484,0,1,4,18/10/23
Arkansas,3,3,0,353783484,0,0.666666667,2,18/10/23
Attica,1,1,0,353783484,0,1,1,18/10/23
Auckland,1,1,0,353783484,0,1,1,18/10/23
Beirut Governorate,1,1,0,353783484,0,1,1,18/10/23
British Columbia,21,24,0,353783484,0,0.535714286,15,18/10/23
California,21,22,0,353783484,0,0.608695652,14,18/10/23
Colorado,2,2,0,353783484,0,0.5,1,18/10/23
Connecticut,2,2,0,353783484,0,1,2,18/10/23
County Dublin,2,2,0,353783484,0,1,2,18/10/23
County Galway,1,1,0,353783484,0,0,0,18/10/23
Delhi,1,1,0,353783484,0,1,1,18/10/23
Emilia-Romagna,0,1,0,353783484,0,1,1,18/10/23
England,49,49,0,353783484,0,0.666666667,34,18/10/23
Federal Territory of Kuala Lumpur,1,1,0,353783484,0,1,1,18/10/23
Flanders,1,1,0,353783484,0,1,1,18/10/23
Florida,6,7,0,353783484,0,0.714285714,5,18/10/23
Gauteng,1,1,0,353783484,0,1,1,18/10/23
Georgia,5,5,0,353783484,0,0.8,4,18/10/23
Gujarat,0,1,0,353783484,0,1,1,18/10/23
Hawaii,1,1,0,353783484,0,1,1,18/10/23
Illinois,13,13,0,353783484,0,1,13,18/10/23
Indiana,6,7,0,353783484,0,0.428571429,3,18/10/23
Iowa,3,3,0,353783484,0,0.333333333,1,18/10/23
Kentucky,4,4,0,353783484,0,1,4,18/10/23
Lagos,1,1,0,353783484,0,0,0,18/10/23
Louisiana,4,5,0,353783484,0,1,5,18/10/23
Lower Austria,1,1,0,353783484,0,1,1,18/10/23
Maharashtra,1,2,0,353783484,0,1,2,18/10/23
Maine,1,1,0,353783484,0,1,1,18/10/23
Manitoba,1,1,0,353783484,0,1,1,18/10/23
Maryland,1,1,0,353783484,0,0,0,18/10/23
Massachusetts,3,4,0,353783484,0,0.25,1,18/10/23
Mexico City,1,1,0,353783484,0,0,0,18/10/23
Michigan,6,7,0,353783484,0,0.857142857,6,18/10/23
Minnesota,7,7,0,353783484,0,0.375,3,18/10/23
Mississippi,2,3,0,353783484,0,0.666666667,2,18/10/23
Missouri,5,5,0,353783484,0,0.6,3,18/10/23
Montana,1,1,0,353783484,0,1,1,18/10/23
Nairobi County,1,1,0,353783484,0,1,1,18/10/23
Nebraska,1,1,0,353783484,0,1,1,18/10/23
Nevada,3,3,0,353783484,0,1,3,18/10/23
New Brunswick,1,5,0,353783484,0,0.5,3,18/10/23
New Jersey,4,4,0,353783484,0,1,4,18/10/23
New Mexico,1,2,0,353783484,0,0.5,1,18/10/23
New South Wales,3,3,0,353783484,0,0.666666667,2,18/10/23
New York,4,5,0,353783484,0,1,5,18/10/23
Newfoundland and Labrador,1,1,0,353783484,0,0,0,18/10/23
North Carolina,7,8,0,353783484,0,0.75,6,18/10/23
North Holland,1,1,0,353783484,0,0,0,18/10/23
Northern Ireland,2,2,0,353783484,0,0.5,1,18/10/23
Nova Scotia,3,3,0,353783484,0,0.666666667,2,18/10/23
Ohio,6,6,0,353783484,0,0.333333333,2,18/10/23
Oklahoma,1,3,0,353783484,0,0.666666667,2,18/10/23
Ontario,207,249,0,353783484,0,0.636690647,177,18/10/23
Oregon,4,4,0,353783484,0,1,4,18/10/23
Pennsylvania,8,9,0,353783484,0,0.6,6,18/10/23
Prince Edward Island,2,3,0,353783484,0,0.75,3,18/10/23
Quebec,46,55,0,353783484,0,0.593220339,35,18/10/23
Queensland,1,1,0,353783484,0,0,0,18/10/23
Region of Southern Denmark,1,1,0,353783484,0,0,0,18/10/23
Rhode Island,1,1,0,353783484,0,0,0,18/10/23
Scotland,4,4,0,353783484,0,0.2,1,18/10/23
Selangor,1,1,0,353783484,0,0,0,18/10/23
South Carolina,2,2,0,353783484,0,1,2,18/10/23
South Dakota,3,3,0,353783484,0,0.333333333,1,18/10/23
South Sinai Governorate,1,1,0,353783484,0,0,0,18/10/23
Tel Aviv District,1,1,0,353783484,0,1,1,18/10/23
Tennessee,7,7,0,353783484,0,0.714285714,5,18/10/23
Texas,14,16,0,353783484,0,0.75,12,18/10/23
Uttar Pradesh,1,2,0,353783484,0,1,2,18/10/23
Victoria,2,2,0,353783484,0,0.5,1,18/10/23
Vienna,1,1,0,353783484,0,1,1,18/10/23
Virginia,8,8,0,353783484,0,0.875,7,18/10/23
Waikato,1,1,0,353783484,0,1,1,18/10/23
Wales,2,2,0,353783484,0,0.5,1,18/10/23
Washington,6,9,0,353783484,0,0.222222222,2,18/10/23
West Bengal,5,8,0,353783484,0,0.818181818,9,18/10/23
West Virginia,2,2,0,353783484,0,0.5,1,18/10/23
Western Australia,1,1,0,353783484,0,0,0,18/10/23
Western Province,1,1,0,353783484,0,1,1,18/10/23
Wisconsin,4,4,0,353783484,0,0.142857143,1,18/10/23
(not set),15,15,0,353783484,0,0.666666667,10,19/10/23
Alabama,2,2,0,353783484,0,0,0,19/10/23
Alberta,18,18,0,353783484,0,0.736842105,14,19/10/23
Andhra Pradesh,1,1,0,353783484,0,1,1,19/10/23
Arizona,3,3,0,353783484,0,1,3,19/10/23
Arkansas,2,3,0,353783484,0,0.666666667,2,19/10/23
Auckland,3,3,0,353783484,0,0,0,19/10/23
Auvergne-Rhone-Alpes,1,1,0,353783484,0,1,1,19/10/23
Baden-Wurttemberg,2,2,0,353783484,0,0.5,1,19/10/23
Bay of Plenty,1,1,0,353783484,0,0,0,19/10/23
Bicol,1,1,0,353783484,0,1,1,19/10/23
British Columbia,23,26,0,353783484,0,0.592592593,16,19/10/23
Brussels,1,1,0,353783484,0,1,1,19/10/23
California,21,21,0,353783484,0,0.761904762,16,19/10/23
Capital Region of Denmark,1,1,0,353783484,0,0,0,19/10/23
Center District,1,1,0,353783484,0,1,1,19/10/23
Colorado,5,5,0,353783484,0,0.666666667,4,19/10/23
Connecticut,2,2,0,353783484,0,1,2,19/10/23
County Cork,1,1,0,353783484,0,1,1,19/10/23
County Dublin,4,5,0,353783484,0,0.8,4,19/10/23
County Galway,1,1,0,353783484,0,0.5,1,19/10/23
County Kilkenny,1,1,0,353783484,0,1,1,19/10/23
Delaware,1,1,0,353783484,0,0,0,19/10/23
Delhi,2,2,0,353783484,0,0.666666667,2,19/10/23
Domzale,1,1,0,353783484,0,1,1,19/10/23
Eastern Cape,1,1,0,353783484,0,0,0,19/10/23
England,37,39,0,353783484,0,0.627906977,27,19/10/23
Federal Territory of Kuala Lumpur,1,1,0,353783484,0,1,1,19/10/23
Flanders,1,1,0,353783484,0,1,1,19/10/23
Florida,13,13,0,353783484,0,0.666666667,10,19/10/23
Fribourg,1,1,0,353783484,0,1,1,19/10/23
Gauteng,1,1,0,353783484,0,1,1,19/10/23
Geneva,1,1,0,353783484,0,0,0,19/10/23
Georgia,6,6,0,353783484,0,0.666666667,4,19/10/23
Haryana,1,1,0,353783484,0,1,1,19/10/23
Hawaii,1,1,0,353783484,0,1,1,19/10/23
Himachal Pradesh,1,1,0,353783484,0,1,1,19/10/23
Idaho,1,1,0,353783484,0,1,1,19/10/23
Illinois,10,10,0,353783484,0,0.636363636,7,19/10/23
Indiana,4,4,0,353783484,0,0.75,3,19/10/23
Iowa,3,3,0,353783484,0,0.666666667,2,19/10/23
Jakarta,1,1,0,353783484,0,1,1,19/10/23
Jammu and Kashmir,2,2,0,353783484,0,1,2,19/10/23
Kansas,2,2,0,353783484,0,0.5,1,19/10/23
Karnataka,1,1,0,353783484,0,0,0,19/10/23
Kerala,1,1,0,353783484,0,1,1,19/10/23
Louisiana,4,4,0,353783484,0,0.5,2,19/10/23
Lviv Oblast,0,1,0,353783484,0,0,0,19/10/23
Maine,1,1,0,353783484,0,1,1,19/10/23
Manitoba,7,7,0,353783484,0,0.75,6,19/10/23
Maryland,3,3,0,353783484,0,0.5,2,19/10/23
Massachusetts,3,3,0,353783484,0,0,0,19/10/23
Metro Manila,2,2,0,353783484,0,0.5,1,19/10/23
Michigan,6,7,0,353783484,0,0.714285714,5,19/10/23
Minnesota,4,4,0,353783484,0,0.6,3,19/10/23
Mississippi,1,1,0,353783484,0,0,0,19/10/23
Missouri,2,2,0,353783484,0,0,0,19/10/23
Montana,1,1,0,353783484,0,1,1,19/10/23
Nebraska,1,1,0,353783484,0,1,1,19/10/23
New Brunswick,3,3,0,353783484,0,0.666666667,2,19/10/23
New Jersey,3,3,0,353783484,0,0.333333333,1,19/10/23
New South Wales,3,3,0,353783484,0,0.25,1,19/10/23
New York,7,8,0,353783484,0,0.375,3,19/10/23
Newfoundland and Labrador,3,3,0,353783484,0,0.666666667,2,19/10/23
North Carolina,8,8,0,353783484,0,0.625,5,19/10/23
North Holland,1,1,0,353783484,0,1,1,19/10/23
Northern Ireland,2,2,0,353783484,0,0.5,1,19/10/23
Northwest Territories,1,1,0,353783484,0,1,1,19/10/23
Nova Scotia,3,4,0,353783484,0,0.4,2,19/10/23
Ohio,6,7,0,353783484,0,0.555555556,5,19/10/23
Ontario,191,247,0,353783484,0,0.685512367,194,19/10/23
Oregon,1,1,0,353783484,0,1,1,19/10/23
Otago,1,1,0,353783484,0,1,1,19/10/23
Pennsylvania,7,7,0,353783484,0,0.714285714,5,19/10/23
Prince Edward Island,2,2,0,353783484,0,1,2,19/10/23
Punjab,1,1,0,353783484,0,0,0,19/10/23
Quebec,35,39,0,353783484,0,0.642857143,27,19/10/23
Queensland,1,1,0,353783484,0,0,0,19/10/23
Rhode Island,2,2,0,353783484,0,0.5,1,19/10/23
San Juan,1,1,0,353783484,0,0,0,19/10/23
Saskatchewan,2,2,0,353783484,0,0.5,1,19/10/23
Scotland,3,3,0,353783484,0,0.666666667,2,19/10/23
South Australia,2,2,0,353783484,0,0.5,1,19/10/23
South Carolina,2,2,0,353783484,0,1,2,19/10/23
Taipei City,1,1,0,353783484,0,0,0,19/10/23
Tarija Department,1,1,0,353783484,0,1,1,19/10/23
Tasmania,1,1,0,353783484,0,1,1,19/10/23
Tennessee,4,5,0,353783484,0,0.8,4,19/10/23
Texas,14,15,0,353783484,0,0.5625,9,19/10/23
Utah,1,1,0,353783484,0,1,1,19/10/23
Uusimaa,1,1,0,353783484,0,1,1,19/10/23
Vermont,2,2,0,353783484,0,0.5,1,19/10/23
Victoria,2,4,0,353783484,0,0.25,1,19/10/23
Virginia,8,8,0,353783484,0,0.625,5,19/10/23
Wales,2,2,0,353783484,0,0.5,1,19/10/23
Washington,5,6,0,353783484,0,0.833333333,5,19/10/23
Western Cape,3,3,0,353783484,0,1,3,19/10/23
Western Province,1,1,0,353783484,0,1,1,19/10/23
Wisconsin,5,5,0,353783484,0,0.8,4,19/10/23
(not set),16,17,0,353783484,0,0.722222222,13,20/10/23
Alabama,1,1,0,353783484,0,1,1,20/10/23
Alberta,18,19,0,353783484,0,0.65,13,20/10/23
Arizona,6,6,0,353783484,0,0.666666667,4,20/10/23
Arkansas,1,1,0,353783484,0,1,1,20/10/23
Auckland,1,1,0,353783484,0,0,0,20/10/23
British Columbia,16,18,0,353783484,0,0.611111111,11,20/10/23
California,23,25,0,353783484,0,0.769230769,20,20/10/23
Canterbury,1,1,0,353783484,0,0,0,20/10/23
Capital Governorate,1,1,0,353783484,0,0,0,20/10/23
Central Luzon,1,1,0,353783484,0,1,1,20/10/23
Colorado,2,2,0,353783484,0,0.5,1,20/10/23
Connecticut,1,1,0,353783484,0,1,1,20/10/23
County Dublin,2,2,0,353783484,0,1,2,20/10/23
County Kilkenny,1,1,0,353783484,0,1,1,20/10/23
County Wicklow,1,1,0,353783484,0,1,1,20/10/23
Delhi,1,1,0,353783484,0,0.5,1,20/10/23
Doha,1,1,0,353783484,0,0,0,20/10/23
England,38,38,0,353783484,0,0.571428571,24,20/10/23
Federal Capital Territory,1,1,0,353783484,0,1,1,20/10/23
Federal Territory of Kuala Lumpur,1,1,0,353783484,0,1,1,20/10/23
Florida,10,10,0,353783484,0,0.7,7,20/10/23
Gauteng,0,1,0,353783484,0,0,0,20/10/23
Georgia,7,8,0,353783484,0,0.625,5,20/10/23
Haryana,1,1,0,353783484,0,0,0,20/10/23
Hawaii,2,2,0,353783484,0,1,2,20/10/23
Illinois,9,9,0,353783484,0,0.666666667,6,20/10/23
Indiana,4,4,0,353783484,0,0,0,20/10/23
Iowa,2,2,0,353783484,0,0,0,20/10/23
Izmir,1,1,0,353783484,0,1,1,20/10/23
Jakarta,1,1,0,353783484,0,1,1,20/10/23
Kansas,1,1,0,353783484,0,0,0,20/10/23
Karnataka,3,3,0,353783484,0,0.666666667,2,20/10/23
Kentucky,3,3,0,353783484,0,0.333333333,1,20/10/23
